feature,gene,importance,abs_importance,importance_type,fold,rank,antibiotic,model,model_label
amr__ctx-m-14,ctx-m-14,0.623291,0.623291,coeficiente_logistico_absoluto,15,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.562916,0.562916,coeficiente_logistico_absoluto,15,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.496247,0.496247,coeficiente_logistico_absoluto,15,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.482558,0.482558,coeficiente_logistico_absoluto,15,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.459272,0.459272,coeficiente_logistico_absoluto,15,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.402934,0.402934,coeficiente_logistico_absoluto,15,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.402365,0.402365,coeficiente_logistico_absoluto,15,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.344462,0.344462,coeficiente_logistico_absoluto,15,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.30167,0.30167,coeficiente_logistico_absoluto,15,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.297266,0.297266,coeficiente_logistico_absoluto,15,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,-0.266867,0.266867,coeficiente_logistico_absoluto,15,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.244194,0.244194,coeficiente_logistico_absoluto,15,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.231257,0.231257,coeficiente_logistico_absoluto,15,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.216051,0.216051,coeficiente_logistico_absoluto,15,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.212556,0.212556,coeficiente_logistico_absoluto,15,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,-0.192568,0.192568,coeficiente_logistico_absoluto,15,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.185825,0.185825,coeficiente_logistico_absoluto,15,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.180159,0.180159,coeficiente_logistico_absoluto,15,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
