feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,-0.03264,0.03264,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__pmrf,pmrf,0.032432,0.032432,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib_family_aminoglycoside_6-n-acetyltransferase,aac6-ib_family_aminoglycoside_6-n-acetyltransferase,0.032323,0.032323,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,0.032032,0.032032,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cata2_family,cata2_family,0.032002,0.032002,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdtj,mdtj,0.031266,0.031266,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.031201,0.031201,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,0.03049,0.03049,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ampc_2,ampc_2,0.030266,0.030266,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__sul2,sul2,0.029983,0.029983,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cpxr,cpxr,0.029624,0.029624,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdto,mdto,0.029414,0.029414,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ec-15,ec-15,0.029355,0.029355,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__transcriptional_regulator_gadw_arac_family,transcriptional_regulator_gadw_arac_family,-0.029283,0.029283,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,-0.028605,0.028605,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multiple_antibiotic_resistance_protein_marr,multiple_antibiotic_resistance_protein_marr,0.028444,0.028444,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrs,acrs,-0.027904,0.027904,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,-0.027866,0.027866,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra36,trimethoprim-resistant_dihydrofolate_reductase_dfra36,-0.027616,0.027616,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__hypothetical_protein,hypothetical_protein,0.027534,0.027534,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tolc,tolc,-0.027498,0.027498,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__marr,marr,-0.027413,0.027413,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acra,acra,-0.027274,0.027274,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aph6-id,aph6-id,0.027075,0.027075,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__emrky-tolc,emrky-tolc,0.027051,0.027051,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mura,mura,-0.027021,0.027021,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_6-phosphotransferase_ec_2.7.1.72_aph6-icaph6-id,aminoglycoside_6-phosphotransferase_ec_2.7.1.72_aph6-icaph6-id,0.026805,0.026805,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__shv-64,shv-64,0.026765,0.026765,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__lincosamide_nucleotidyltransferase_lnuf,lincosamide_nucleotidyltransferase_lnuf,-0.026638,0.026638,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__qacl,qacl,0.026456,0.026456,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acre,acre,0.026419,0.026419,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra8,trimethoprim-resistant_dihydrofolate_reductase_dfra8,-0.026279,0.026279,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_marr,escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_marr,-0.02613,0.02613,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__baes,baes,-0.02606,0.02606,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.026052,0.026052,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__uncharacterized_transporter_yeeo,uncharacterized_transporter_yeeo,-0.026002,0.026002,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dna-binding_transcriptional_dual_regulator_soxs,dna-binding_transcriptional_dual_regulator_soxs,-0.024848,0.024848,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_efflux_mfs_transporter_tetd,tetracycline_efflux_mfs_transporter_tetd,0.024575,0.024575,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-40,multispecies_inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-40,0.024419,0.024419,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acref-tolc,acref-tolc,-0.024357,0.024357,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ftsi,ftsi,0.024311,0.024311,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__arma,arma,0.024257,0.024257,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__translation_elongation_factor_g,translation_elongation_factor_g,0.0242,0.0242,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib7,aac6-ib7,0.023196,0.023196,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catii,catii,0.022793,0.022793,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__redox-sensitive_transcriptional_activator_soxr,redox-sensitive_transcriptional_activator_soxr,-0.02276,0.02276,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__macb,macb,-0.022086,0.022086,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__qacedelta1,qacedelta1,-0.02162,0.02162,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dfra1,dfra1,0.021526,0.021526,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dfra5,dfra5,0.021459,0.021459,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__shv-12,shv-12,0.021271,0.021271,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,-0.021205,0.021205,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph3-ia,aminoglycoside_o-phosphotransferase_aph3-ia,0.021058,0.021058,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__gade,gade,-0.020975,0.020975,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide_2-phosphotransferase_mphb_family,macrolide_2-phosphotransferase_mphb_family,0.020863,0.020863,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrr,acrr,0.020629,0.020629,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__type_a-1_chloramphenicol_o-acetyltransferase,type_a-1_chloramphenicol_o-acetyltransferase,0.020479,0.020479,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosmidomycin_resistant_cyaa,escherichia_fosmidomycin_resistant_cyaa,0.020433,0.020433,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__transcriptional_regulator_gadx_arac_family,transcriptional_regulator_gadx_arac_family,0.02035,0.02035,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdth,mdth,-0.020129,0.020129,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,-0.019972,0.019972,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,-0.019934,0.019934,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-55,extended-spectrum_class_a_beta-lactamase_ctx-m-55,0.019815,0.019815,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cmla_family,cmla_family,0.019796,0.019796,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tolcopmh,tolcopmh,-0.019708,0.019708,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__hns_2,hns_2,-0.019261,0.019261,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_acrab-tolc_membrane_fusion_component_acra,multidrug_efflux_system_acrab-tolc_membrane_fusion_component_acra,-0.019238,0.019238,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__bifunctional_putative_esterase_estxstreptothricin_n-acetyltransferase_sat1,bifunctional_putative_esterase_estxstreptothricin_n-acetyltransferase_sat1,0.019097,0.019097,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__type_a-2_chloramphenicol_o-acetyltransferase_catii,type_a-2_chloramphenicol_o-acetyltransferase_catii,-0.018931,0.018931,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ompk36,ompk36,-0.018865,0.018865,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dna_gyrase_subunit_a_ec_5.99.1.3,dna_gyrase_subunit_a_ec_5.99.1.3,0.018859,0.018859,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__alas,alas,-0.018786,0.018786,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__msba,msba,0.018686,0.018686,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dihydropteroate_synthase_ec_2.5.1.15,dihydropteroate_synthase_ec_2.5.1.15,-0.018618,0.018618,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__hexose_phosphate_transport_protein_uhpt,hexose_phosphate_transport_protein_uhpt,-0.018406,0.018406,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__yoji,yoji,0.01829,0.01829,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdte,mdte,-0.018287,0.018287,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dadx,dadx,-0.018212,0.018212,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__lipid_a_phosphoethanolamine_transferase_putative,lipid_a_phosphoethanolamine_transferase_putative,0.018098,0.018098,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__probable_acrefenvcd_operon_repressor_envr,probable_acrefenvcd_operon_repressor_envr,0.017988,0.017988,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdtd,mdtd,0.017522,0.017522,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__bleomycin_binding_protein,bleomycin_binding_protein,-0.01742,0.01742,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrb_1,acrb_1,0.017203,0.017203,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__emre_2,emre_2,-0.017027,0.017027,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aph6-icaph6-id,aph6-icaph6-id,0.017008,0.017008,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__pmrc,pmrc,-0.016906,0.016906,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cmr,cmr,-0.016727,0.016727,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__folp_2,folp_2,-0.016467,0.016467,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ef-g,ef-g,0.016303,0.016303,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__brucella_suis_mprf,brucella_suis_mprf,-0.016224,0.016224,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetd,tetd,0.016092,0.016092,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ssu_ribosomal_protein_s10p_s20e,ssu_ribosomal_protein_s10p_s20e,0.01609,0.01609,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_bleomycin_binding_protein_ble-mbl,multispecies_bleomycin_binding_protein_ble-mbl,0.016043,0.016043,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tem-30,tem-30,0.015961,0.015961,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aada21,aada21,0.015532,0.015532,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide_efflux_mfs_transporter_mefb,macrolide_efflux_mfs_transporter_mefb,-0.01552,0.01552,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__pata,pata,0.015402,0.015402,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdtef-tolc,mdtef-tolc,0.015202,0.015202,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ec-5,ec-5,-0.015159,0.015159,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,-0.015113,0.015113,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__alr,alr,0.014942,0.014942,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__evga,evga,-0.01485,0.01485,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrd,acrd,-0.014727,0.014727,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,0.014581,0.014581,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__gdpd,gdpd,0.014277,0.014277,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mgrb,mgrb,0.014108,0.014108,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdfacmr,mdfacmr,0.014073,0.014073,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__alanine_racemase_ec_5.1.1.1,alanine_racemase_ec_5.1.1.1,0.013895,0.013895,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__outer_membrane_channel_tolc_opmh,outer_membrane_channel_tolc_opmh,0.01385,0.01385,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__fola,fola,-0.013612,0.013612,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,0.013434,0.013434,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ebr,ebr,-0.013115,0.013115,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdtf,mdtf,-0.013054,0.013054,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__emrb,emrb,0.012958,0.012958,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_emre,escherichia_coli_emre,-0.012598,0.012598,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__qacg,qacg,-0.012543,0.012543,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__putrescine_aminotransferase_ec_2.6.1.82,putrescine_aminotransferase_ec_2.6.1.82,0.012289,0.012289,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdtn,mdtn,-0.012215,0.012215,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph3-ib,aminoglycoside_o-phosphotransferase_aph3-ib,0.012102,0.012102,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dna-binding_response_regulator_kdpe,dna-binding_response_regulator_kdpe,0.011956,0.011956,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__streptothricin_n-acetyltransferase_sat2,streptothricin_n-acetyltransferase_sat2,0.011881,0.011881,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_phosphoethanolamine--lipid_a_transferase_mcr-1,multispecies_phosphoethanolamine--lipid_a_transferase_mcr-1,0.011835,0.011835,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra1,trimethoprim-resistant_dihydrofolate_reductase_dfra1,-0.011797,0.011797,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_evga,hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_evga,-0.011789,0.011789,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,-0.011783,0.011783,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-163,cmy-163,-0.011615,0.011615,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__sul3,sul3,0.011313,0.011313,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__rsma,rsma,-0.011103,0.011103,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,-0.010499,0.010499,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__msre,msre,-0.010436,0.010436,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_pump_mdtl_of_mfs_type,multidrug_efflux_pump_mdtl_of_mfs_type,-0.010418,0.010418,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__fabf,fabf,-0.01037,0.01037,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dihydropteroate_synthase_type-2_ec_2.5.1.15_sulfonamide_resistance_protein,dihydropteroate_synthase_type-2_ec_2.5.1.15_sulfonamide_resistance_protein,-0.010252,0.010252,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__bcrc,bcrc,-0.010058,0.010058,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_transporter_bicyclomycin_resistance_protein_bcr-1,multidrug_resistance_transporter_bicyclomycin_resistance_protein_bcr-1,0.010034,0.010034,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__phop,phop,-0.009873,0.009873,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__fyua,fyua,-0.009741,0.009741,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__kdpe,kdpe,-0.009572,0.009572,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra12,trimethoprim-resistant_dihydrofolate_reductase_dfra12,-0.009566,0.009566,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__gyra,gyra,0.009414,0.009414,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__arna,arna,-0.008546,0.008546,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dhfri,dhfri,-0.00851,0.00851,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,-0.008331,0.008331,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__gadw_3,gadw_3,-0.008282,0.008282,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__arnt,arnt,-0.008261,0.008261,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__crp,crp,-0.008002,0.008002,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ybht,ybht,-0.007999,0.007999,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__quaternary_ammonium_compound_efflux_smr_transporter_qacl,quaternary_ammonium_compound_efflux_smr_transporter_qacl,-0.007403,0.007403,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,-0.007055,0.007055,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_broad-spectrum_beta-lactamase_shv-1,multispecies_class_a_broad-spectrum_beta-lactamase_shv-1,-0.006995,0.006995,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__qnrb_family,qnrb_family,-0.006925,0.006925,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdtl,mdtl,-0.006491,0.006491,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mphb,mphb,-0.006329,0.006329,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__fola_2,fola_2,-0.006326,0.006326,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_16s_rrna_guanine1405-n7-methyltransferase_rmtb1,multispecies_16s_rrna_guanine1405-n7-methyltransferase_rmtb1,0.006022,0.006022,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__outer_membrane_porin_ompf,outer_membrane_porin_ompf,-0.005914,0.005914,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-ia,multispecies_aminoglycoside_o-phosphotransferase_aph3-ia,-0.005627,0.005627,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-1,extended-spectrum_class_a_beta-lactamase_ctx-m-1,-0.005475,0.005475,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__iso-trna,iso-trna,-0.005415,0.005415,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
