feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__yjdb,yjdb,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__yokd,yokd,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_ec_3.6.1.27,undecaprenyl-diphosphatase_ec_3.6.1.27,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__emrk,emrk,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__uppp,uppp,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetm,tetm,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__teta_2,teta_2,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__teta_1,teta_1,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ant1_2,ant1_2,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ant1_1,ant1_1,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ant1,ant1,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__transcription_termination_factor_rho,transcription_termination_factor_rho,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_mfs_efflux_pump_tetd,tetracycline_resistance_mfs_efflux_pump_tetd,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ampc,ampc,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph6-id,aminoglycoside_o-phosphotransferase_aph6-id,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrr_1,acrr_1,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tufa_1,tufa_1,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tufa,tufa,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrb_3,acrb_3,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tufa_2,tufa_2,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__leuo,leuo,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__leuo_1,leuo_1,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__klebsiella_pneumoniae_kpnf,klebsiella_pneumoniae_kpnf,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__kpc-3,kpc-3,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrf,acrf,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__hns,hns,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ugpq,ugpq,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,0.0,0.0,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.678587,0.678587,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.656464,0.656464,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.553241,0.553241,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.528698,0.528698,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.494624,0.494624,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.478306,0.478306,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.462584,0.462584,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.41611,0.41611,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.405489,0.405489,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.403703,0.403703,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.386384,0.386384,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.267633,0.267633,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.261492,0.261492,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.252886,0.252886,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.222692,0.222692,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.219046,0.219046,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.216792,0.216792,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.201622,0.201622,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.192646,0.192646,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.189812,0.189812,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.183948,0.183948,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.17624,0.17624,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,0.174326,0.174326,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,0.168369,0.168369,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.167924,0.167924,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.161373,0.161373,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.16072,0.16072,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.160388,0.160388,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-55,extended-spectrum_class_a_beta-lactamase_ctx-m-55,0.154717,0.154717,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mpha,mpha,0.150802,0.150802,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,-0.150672,0.150672,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.149696,0.149696,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__kpc-2,kpc-2,0.149016,0.149016,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,-0.147511,0.147511,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,0.146032,0.146032,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_o-phosphotransferase_aph6-id,multispecies_aminoglycoside_o-phosphotransferase_aph6-id,0.145792,0.145792,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_shv-12,multispecies_class_a_extended-spectrum_beta-lactamase_shv-12,0.14266,0.14266,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-27,extended-spectrum_class_a_beta-lactamase_ctx-m-27,0.142296,0.142296,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,0.137985,0.137985,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_2-nucleotidyltransferase_ec_2.7.7.46_ant2-ia_aadb_family,aminoglycoside_2-nucleotidyltransferase_ec_2.7.7.46_ant2-ia_aadb_family,-0.137478,0.137478,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__translation_elongation_factor_g,translation_elongation_factor_g,-0.134387,0.134387,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada15,aada15,0.13246,0.13246,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mpha_family,mpha_family,0.132113,0.132113,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmla6,cmla6,0.1319,0.1319,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.130483,0.130483,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pipb2_2,pipb2_2,-0.127384,0.127384,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.125089,0.125089,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__hypothetical_protein,hypothetical_protein,-0.124706,0.124706,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicolflorfenicol_efflux_mfs_transporter_flor,chloramphenicolflorfenicol_efflux_mfs_transporter_flor,0.124512,0.124512,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__flor_family,flor_family,0.122474,0.122474,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide-specific_efflux_protein_maca,macrolide-specific_efflux_protein_maca,-0.12134,0.12134,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv-12,shv-12,0.121334,0.121334,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__kpc-3,kpc-3,0.120265,0.120265,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-1_family_class_d_beta-lactamase,oxa-1_family_class_d_beta-lactamase,0.119221,0.119221,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__rpsj,rpsj,0.115886,0.115886,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-5,ec-5,-0.115554,0.115554,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iiiiiivviviiiixx,aac3-iiiiiivviviiiixx,0.115302,0.115302,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,0.113784,0.113784,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.111401,0.111401,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__baes,baes,-0.110751,0.110751,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,0.110528,0.110528,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb_family,catb_family,0.109842,0.109842,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iic,aac3-iic,0.108143,0.108143,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,-0.107922,0.107922,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmla_family,cmla_family,-0.107909,0.107909,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__rpob,rpob,-0.106984,0.106984,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__gdpd,gdpd,0.10671,0.10671,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__brpmbl,brpmbl,0.106217,0.106217,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__baca,baca,-0.106045,0.106045,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra5,trimethoprim-resistant_dihydrofolate_reductase_dfra5,-0.104931,0.104931,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_efflux_mfs_transporter_teta,tetracycline_efflux_mfs_transporter_teta,0.104881,0.104881,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib10,aac6-ib10,0.103853,0.103853,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.103817,0.103817,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrr,acrr,0.103564,0.103564,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv-64,shv-64,0.10296,0.10296,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__soxs,soxs,-0.101969,0.101969,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__fosa4,fosa4,-0.10145,0.10145,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-48,oxa-48,0.101273,0.101273,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrab-omf_membrane_fusion_component_emra,multidrug_efflux_system_emrab-omf_membrane_fusion_component_emra,-0.10122,0.10122,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.100485,0.100485,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,0.09994,0.09994,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mefb,mefb,-0.099818,0.099818,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.099168,0.099168,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_colistin_resistant_pmrb,escherichia_colistin_resistant_pmrb,-0.099071,0.099071,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-48_family,oxa-48_family,0.098786,0.098786,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,0.09755,0.09755,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrd,acrd,-0.096697,0.096697,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib-cr,aac6-ib-cr,0.096583,0.096583,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iia,aac3-iia,0.096266,0.096266,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pgsa,pgsa,0.095983,0.095983,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdta,mdta,-0.095916,0.095916,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pentapeptide_repeat_protein_qnrb_family,pentapeptide_repeat_protein_qnrb_family,0.09565,0.09565,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,0.095538,0.095538,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,multispecies_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,0.093808,0.093808,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrf,acrf,-0.09371,0.09371,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__gade,gade,0.093652,0.093652,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__teta,teta,0.093523,0.093523,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrad-tolc,acrad-tolc,-0.093072,0.093072,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv-1,shv-1,-0.092484,0.092484,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.092468,0.092468,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-via,aac3-via,0.092258,0.092258,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_marr,escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_marr,-0.091585,0.091585,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__epta,epta,-0.091123,0.091123,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,-0.090412,0.090412,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrab-omf_inner-membrane_protondrug_antiporter_emrb_mfs_type,multidrug_efflux_system_emrab-omf_inner-membrane_protondrug_antiporter_emrb_mfs_type,-0.090126,0.090126,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sul1,sul1,0.089787,0.089787,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__folp_2,folp_2,-0.089573,0.089573,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph3-ib,aminoglycoside_o-phosphotransferase_aph3-ib,-0.089227,0.089227,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,0.089016,0.089016,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtg,mdtg,0.088486,0.088486,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_lincosamide_nucleotidyltransferase_lnug,multispecies_lincosamide_nucleotidyltransferase_lnug,0.088128,0.088128,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bleomycin_resistance_protein,bleomycin_resistance_protein,0.087769,0.087769,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qace,qace,0.087442,0.087442,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv_family,shv_family,0.086023,0.086023,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtm,mdtm,0.085529,0.085529,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetm,tetm,0.085007,0.085007,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,-0.084157,0.084157,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multiple_antibiotic_resistance_protein_mara,multiple_antibiotic_resistance_protein_mara,0.083606,0.083606,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-18,ec-18,0.083457,0.083457,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__vapb_protein_antitoxin_to_vapc,vapb_protein_antitoxin_to_vapc,0.083404,0.083404,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__s12p,s12p,0.083177,0.083177,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,-0.082659,0.082659,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__redox-sensitive_transcriptional_activator_soxr,redox-sensitive_transcriptional_activator_soxr,-0.08247,0.08247,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,-0.082452,0.082452,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_ec_3.6.1.27,undecaprenyl-diphosphatase_ec_3.6.1.27,-0.081669,0.081669,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra14,trimethoprim-resistant_dihydrofolate_reductase_dfra14,0.081081,0.081081,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
