feature,gene,importance,abs_importance,importance_type,fold,rank,antibiotic,model,model_label
amr__mpha,mpha,0.029398,0.029398,importancia_gini_bosque_aleatorio,15,5,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mrx,mrx,0.026705,0.026705,importancia_gini_bosque_aleatorio,15,6,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.023043,0.023043,importancia_gini_bosque_aleatorio,15,7,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada5,aada5,0.017144,0.017144,importancia_gini_bosque_aleatorio,15,8,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra17,dfra17,0.016117,0.016117,importancia_gini_bosque_aleatorio,15,9,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.015862,0.015862,importancia_gini_bosque_aleatorio,15,10,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__teta,teta,0.015755,0.015755,importancia_gini_bosque_aleatorio,15,11,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.013492,0.013492,importancia_gini_bosque_aleatorio,15,12,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sul1,sul1,0.012774,0.012774,importancia_gini_bosque_aleatorio,15,13,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__catb3,catb3,0.012358,0.012358,importancia_gini_bosque_aleatorio,15,14,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.012174,0.012174,importancia_gini_bosque_aleatorio,15,15,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.011893,0.011893,importancia_gini_bosque_aleatorio,15,16,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.009414,0.009414,importancia_gini_bosque_aleatorio,15,17,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vgac,vgac,0.009288,0.009288,importancia_gini_bosque_aleatorio,15,18,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mpha_family,mpha_family,0.008464,0.008464,importancia_gini_bosque_aleatorio,15,19,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.008211,0.008211,importancia_gini_bosque_aleatorio,15,20,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m_family,ctx-m_family,0.695225,0.695225,coeficiente_logistico_absoluto,1,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.61739,0.61739,coeficiente_logistico_absoluto,1,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.570388,0.570388,coeficiente_logistico_absoluto,1,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.534899,0.534899,coeficiente_logistico_absoluto,1,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.521687,0.521687,coeficiente_logistico_absoluto,1,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.504228,0.504228,coeficiente_logistico_absoluto,1,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.485652,0.485652,coeficiente_logistico_absoluto,1,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.432872,0.432872,coeficiente_logistico_absoluto,1,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.410231,0.410231,coeficiente_logistico_absoluto,1,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.402355,0.402355,coeficiente_logistico_absoluto,1,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.365044,0.365044,coeficiente_logistico_absoluto,1,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.306635,0.306635,coeficiente_logistico_absoluto,1,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.235223,0.235223,coeficiente_logistico_absoluto,1,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.231687,0.231687,coeficiente_logistico_absoluto,1,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.229379,0.229379,coeficiente_logistico_absoluto,1,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.227764,0.227764,coeficiente_logistico_absoluto,1,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.226574,0.226574,coeficiente_logistico_absoluto,1,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.221094,0.221094,coeficiente_logistico_absoluto,1,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.205995,0.205995,coeficiente_logistico_absoluto,1,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.204755,0.204755,coeficiente_logistico_absoluto,1,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.63112,0.63112,coeficiente_logistico_absoluto,2,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.614085,0.614085,coeficiente_logistico_absoluto,2,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.584384,0.584384,coeficiente_logistico_absoluto,2,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.568665,0.568665,coeficiente_logistico_absoluto,2,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.500079,0.500079,coeficiente_logistico_absoluto,2,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.460436,0.460436,coeficiente_logistico_absoluto,2,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.448667,0.448667,coeficiente_logistico_absoluto,2,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.400084,0.400084,coeficiente_logistico_absoluto,2,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.39459,0.39459,coeficiente_logistico_absoluto,2,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.380723,0.380723,coeficiente_logistico_absoluto,2,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.328744,0.328744,coeficiente_logistico_absoluto,2,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.276841,0.276841,coeficiente_logistico_absoluto,2,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.252379,0.252379,coeficiente_logistico_absoluto,2,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.234904,0.234904,coeficiente_logistico_absoluto,2,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.232714,0.232714,coeficiente_logistico_absoluto,2,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.228381,0.228381,coeficiente_logistico_absoluto,2,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.216716,0.216716,coeficiente_logistico_absoluto,2,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.212849,0.212849,coeficiente_logistico_absoluto,2,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.212414,0.212414,coeficiente_logistico_absoluto,2,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mpha,mpha,0.202797,0.202797,coeficiente_logistico_absoluto,2,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.721162,0.721162,coeficiente_logistico_absoluto,3,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.68218,0.68218,coeficiente_logistico_absoluto,3,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.505857,0.505857,coeficiente_logistico_absoluto,3,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.502286,0.502286,coeficiente_logistico_absoluto,3,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.465834,0.465834,coeficiente_logistico_absoluto,3,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.443268,0.443268,coeficiente_logistico_absoluto,3,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.429495,0.429495,coeficiente_logistico_absoluto,3,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.425989,0.425989,coeficiente_logistico_absoluto,3,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.395468,0.395468,coeficiente_logistico_absoluto,3,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.392945,0.392945,coeficiente_logistico_absoluto,3,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.356681,0.356681,coeficiente_logistico_absoluto,3,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.280762,0.280762,coeficiente_logistico_absoluto,3,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.221254,0.221254,coeficiente_logistico_absoluto,3,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.214302,0.214302,coeficiente_logistico_absoluto,3,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.201692,0.201692,coeficiente_logistico_absoluto,3,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,-0.201219,0.201219,coeficiente_logistico_absoluto,3,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-55,extended-spectrum_class_a_beta-lactamase_ctx-m-55,0.199323,0.199323,coeficiente_logistico_absoluto,3,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.199182,0.199182,coeficiente_logistico_absoluto,3,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.193882,0.193882,coeficiente_logistico_absoluto,3,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.192743,0.192743,coeficiente_logistico_absoluto,3,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.676729,0.676729,coeficiente_logistico_absoluto,4,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.618776,0.618776,coeficiente_logistico_absoluto,4,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.536199,0.536199,coeficiente_logistico_absoluto,4,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.511396,0.511396,coeficiente_logistico_absoluto,4,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.489796,0.489796,coeficiente_logistico_absoluto,4,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.431334,0.431334,coeficiente_logistico_absoluto,4,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.428523,0.428523,coeficiente_logistico_absoluto,4,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.40327,0.40327,coeficiente_logistico_absoluto,4,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.376828,0.376828,coeficiente_logistico_absoluto,4,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.354301,0.354301,coeficiente_logistico_absoluto,4,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.329214,0.329214,coeficiente_logistico_absoluto,4,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.283211,0.283211,coeficiente_logistico_absoluto,4,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.250072,0.250072,coeficiente_logistico_absoluto,4,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.218164,0.218164,coeficiente_logistico_absoluto,4,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.212819,0.212819,coeficiente_logistico_absoluto,4,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.204695,0.204695,coeficiente_logistico_absoluto,4,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.193072,0.193072,coeficiente_logistico_absoluto,4,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.186777,0.186777,coeficiente_logistico_absoluto,4,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.184799,0.184799,coeficiente_logistico_absoluto,4,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.183048,0.183048,coeficiente_logistico_absoluto,4,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.660685,0.660685,coeficiente_logistico_absoluto,5,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.612631,0.612631,coeficiente_logistico_absoluto,5,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.473613,0.473613,coeficiente_logistico_absoluto,5,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.466037,0.466037,coeficiente_logistico_absoluto,5,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.461492,0.461492,coeficiente_logistico_absoluto,5,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.451726,0.451726,coeficiente_logistico_absoluto,5,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.414573,0.414573,coeficiente_logistico_absoluto,5,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.396482,0.396482,coeficiente_logistico_absoluto,5,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.386262,0.386262,coeficiente_logistico_absoluto,5,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.384389,0.384389,coeficiente_logistico_absoluto,5,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.361038,0.361038,coeficiente_logistico_absoluto,5,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.269446,0.269446,coeficiente_logistico_absoluto,5,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.265773,0.265773,coeficiente_logistico_absoluto,5,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.263913,0.263913,coeficiente_logistico_absoluto,5,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,-0.258688,0.258688,coeficiente_logistico_absoluto,5,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.248852,0.248852,coeficiente_logistico_absoluto,5,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.220265,0.220265,coeficiente_logistico_absoluto,5,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.207763,0.207763,coeficiente_logistico_absoluto,5,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.205913,0.205913,coeficiente_logistico_absoluto,5,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.204362,0.204362,coeficiente_logistico_absoluto,5,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.747098,0.747098,coeficiente_logistico_absoluto,6,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.637941,0.637941,coeficiente_logistico_absoluto,6,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.605318,0.605318,coeficiente_logistico_absoluto,6,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.511005,0.511005,coeficiente_logistico_absoluto,6,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.498613,0.498613,coeficiente_logistico_absoluto,6,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.464795,0.464795,coeficiente_logistico_absoluto,6,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.440424,0.440424,coeficiente_logistico_absoluto,6,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.424311,0.424311,coeficiente_logistico_absoluto,6,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.419783,0.419783,coeficiente_logistico_absoluto,6,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.416041,0.416041,coeficiente_logistico_absoluto,6,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.403579,0.403579,coeficiente_logistico_absoluto,6,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.32233,0.32233,coeficiente_logistico_absoluto,6,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.292992,0.292992,coeficiente_logistico_absoluto,6,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.279165,0.279165,coeficiente_logistico_absoluto,6,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.271794,0.271794,coeficiente_logistico_absoluto,6,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.252145,0.252145,coeficiente_logistico_absoluto,6,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.217132,0.217132,coeficiente_logistico_absoluto,6,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,0.213668,0.213668,coeficiente_logistico_absoluto,6,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.208627,0.208627,coeficiente_logistico_absoluto,6,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.207664,0.207664,coeficiente_logistico_absoluto,6,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.711873,0.711873,coeficiente_logistico_absoluto,7,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.677719,0.677719,coeficiente_logistico_absoluto,7,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.543561,0.543561,coeficiente_logistico_absoluto,7,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.543035,0.543035,coeficiente_logistico_absoluto,7,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.486021,0.486021,coeficiente_logistico_absoluto,7,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.481089,0.481089,coeficiente_logistico_absoluto,7,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.442428,0.442428,coeficiente_logistico_absoluto,7,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
