feature,gene,importance,abs_importance,importance_type,fold,rank,antibiotic,model,model_label
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.401546,0.401546,coeficiente_logistico_absoluto,7,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.384719,0.384719,coeficiente_logistico_absoluto,7,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.374367,0.374367,coeficiente_logistico_absoluto,7,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.360195,0.360195,coeficiente_logistico_absoluto,7,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.270201,0.270201,coeficiente_logistico_absoluto,7,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.237403,0.237403,coeficiente_logistico_absoluto,7,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.235576,0.235576,coeficiente_logistico_absoluto,7,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-1_family_class_d_beta-lactamase,oxa-1_family_class_d_beta-lactamase,0.211902,0.211902,coeficiente_logistico_absoluto,7,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.209256,0.209256,coeficiente_logistico_absoluto,7,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.203546,0.203546,coeficiente_logistico_absoluto,7,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.196293,0.196293,coeficiente_logistico_absoluto,7,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.192331,0.192331,coeficiente_logistico_absoluto,7,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,0.185664,0.185664,coeficiente_logistico_absoluto,7,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.637912,0.637912,coeficiente_logistico_absoluto,8,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.627845,0.627845,coeficiente_logistico_absoluto,8,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.525983,0.525983,coeficiente_logistico_absoluto,8,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.512111,0.512111,coeficiente_logistico_absoluto,8,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.490601,0.490601,coeficiente_logistico_absoluto,8,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.446207,0.446207,coeficiente_logistico_absoluto,8,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.430053,0.430053,coeficiente_logistico_absoluto,8,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.414276,0.414276,coeficiente_logistico_absoluto,8,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.403183,0.403183,coeficiente_logistico_absoluto,8,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.353558,0.353558,coeficiente_logistico_absoluto,8,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.350215,0.350215,coeficiente_logistico_absoluto,8,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.272199,0.272199,coeficiente_logistico_absoluto,8,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,-0.251596,0.251596,coeficiente_logistico_absoluto,8,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.232872,0.232872,coeficiente_logistico_absoluto,8,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.232404,0.232404,coeficiente_logistico_absoluto,8,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.224771,0.224771,coeficiente_logistico_absoluto,8,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.217036,0.217036,coeficiente_logistico_absoluto,8,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.204241,0.204241,coeficiente_logistico_absoluto,8,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.202901,0.202901,coeficiente_logistico_absoluto,8,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.202427,0.202427,coeficiente_logistico_absoluto,8,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.674707,0.674707,coeficiente_logistico_absoluto,9,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.616116,0.616116,coeficiente_logistico_absoluto,9,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.519805,0.519805,coeficiente_logistico_absoluto,9,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.513883,0.513883,coeficiente_logistico_absoluto,9,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.500838,0.500838,coeficiente_logistico_absoluto,9,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.463412,0.463412,coeficiente_logistico_absoluto,9,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.439282,0.439282,coeficiente_logistico_absoluto,9,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.413461,0.413461,coeficiente_logistico_absoluto,9,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.387768,0.387768,coeficiente_logistico_absoluto,9,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.372573,0.372573,coeficiente_logistico_absoluto,9,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.35337,0.35337,coeficiente_logistico_absoluto,9,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.280107,0.280107,coeficiente_logistico_absoluto,9,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.248903,0.248903,coeficiente_logistico_absoluto,9,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.231624,0.231624,coeficiente_logistico_absoluto,9,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,-0.224848,0.224848,coeficiente_logistico_absoluto,9,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.223388,0.223388,coeficiente_logistico_absoluto,9,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.220747,0.220747,coeficiente_logistico_absoluto,9,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.208663,0.208663,coeficiente_logistico_absoluto,9,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,0.205977,0.205977,coeficiente_logistico_absoluto,9,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mpha,mpha,0.204509,0.204509,coeficiente_logistico_absoluto,9,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.617461,0.617461,coeficiente_logistico_absoluto,10,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.607396,0.607396,coeficiente_logistico_absoluto,10,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.590251,0.590251,coeficiente_logistico_absoluto,10,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.527559,0.527559,coeficiente_logistico_absoluto,10,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.460005,0.460005,coeficiente_logistico_absoluto,10,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.442234,0.442234,coeficiente_logistico_absoluto,10,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.420354,0.420354,coeficiente_logistico_absoluto,10,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.39907,0.39907,coeficiente_logistico_absoluto,10,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.370184,0.370184,coeficiente_logistico_absoluto,10,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.368517,0.368517,coeficiente_logistico_absoluto,10,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.358286,0.358286,coeficiente_logistico_absoluto,10,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.27745,0.27745,coeficiente_logistico_absoluto,10,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.272689,0.272689,coeficiente_logistico_absoluto,10,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.258146,0.258146,coeficiente_logistico_absoluto,10,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.227091,0.227091,coeficiente_logistico_absoluto,10,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.218768,0.218768,coeficiente_logistico_absoluto,10,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.19645,0.19645,coeficiente_logistico_absoluto,10,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,0.195067,0.195067,coeficiente_logistico_absoluto,10,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.177714,0.177714,coeficiente_logistico_absoluto,10,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,-0.172099,0.172099,coeficiente_logistico_absoluto,10,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.692157,0.692157,coeficiente_logistico_absoluto,11,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.629137,0.629137,coeficiente_logistico_absoluto,11,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.504103,0.504103,coeficiente_logistico_absoluto,11,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.482903,0.482903,coeficiente_logistico_absoluto,11,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.475559,0.475559,coeficiente_logistico_absoluto,11,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.445834,0.445834,coeficiente_logistico_absoluto,11,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.412837,0.412837,coeficiente_logistico_absoluto,11,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.411043,0.411043,coeficiente_logistico_absoluto,11,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.389274,0.389274,coeficiente_logistico_absoluto,11,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.363557,0.363557,coeficiente_logistico_absoluto,11,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.351855,0.351855,coeficiente_logistico_absoluto,11,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__hypothetical_protein,hypothetical_protein,-0.255232,0.255232,coeficiente_logistico_absoluto,11,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.25136,0.25136,coeficiente_logistico_absoluto,11,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.240672,0.240672,coeficiente_logistico_absoluto,11,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.234697,0.234697,coeficiente_logistico_absoluto,11,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.229711,0.229711,coeficiente_logistico_absoluto,11,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.219286,0.219286,coeficiente_logistico_absoluto,11,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,-0.192166,0.192166,coeficiente_logistico_absoluto,11,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.191996,0.191996,coeficiente_logistico_absoluto,11,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.188396,0.188396,coeficiente_logistico_absoluto,11,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.662812,0.662812,coeficiente_logistico_absoluto,12,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.653651,0.653651,coeficiente_logistico_absoluto,12,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.535152,0.535152,coeficiente_logistico_absoluto,12,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.501256,0.501256,coeficiente_logistico_absoluto,12,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.500964,0.500964,coeficiente_logistico_absoluto,12,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.470214,0.470214,coeficiente_logistico_absoluto,12,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.44553,0.44553,coeficiente_logistico_absoluto,12,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.384576,0.384576,coeficiente_logistico_absoluto,12,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.346632,0.346632,coeficiente_logistico_absoluto,12,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.336857,0.336857,coeficiente_logistico_absoluto,12,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.302484,0.302484,coeficiente_logistico_absoluto,12,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.278122,0.278122,coeficiente_logistico_absoluto,12,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.251618,0.251618,coeficiente_logistico_absoluto,12,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.229495,0.229495,coeficiente_logistico_absoluto,12,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.224043,0.224043,coeficiente_logistico_absoluto,12,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.214682,0.214682,coeficiente_logistico_absoluto,12,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.214409,0.214409,coeficiente_logistico_absoluto,12,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.213899,0.213899,coeficiente_logistico_absoluto,12,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.197808,0.197808,coeficiente_logistico_absoluto,12,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.195908,0.195908,coeficiente_logistico_absoluto,12,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.617508,0.617508,coeficiente_logistico_absoluto,13,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.588712,0.588712,coeficiente_logistico_absoluto,13,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.512264,0.512264,coeficiente_logistico_absoluto,13,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.508174,0.508174,coeficiente_logistico_absoluto,13,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.497904,0.497904,coeficiente_logistico_absoluto,13,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.485844,0.485844,coeficiente_logistico_absoluto,13,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.472677,0.472677,coeficiente_logistico_absoluto,13,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.463502,0.463502,coeficiente_logistico_absoluto,13,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.427659,0.427659,coeficiente_logistico_absoluto,13,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.418677,0.418677,coeficiente_logistico_absoluto,13,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.362227,0.362227,coeficiente_logistico_absoluto,13,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.294896,0.294896,coeficiente_logistico_absoluto,13,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.273685,0.273685,coeficiente_logistico_absoluto,13,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.255782,0.255782,coeficiente_logistico_absoluto,13,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.239995,0.239995,coeficiente_logistico_absoluto,13,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.239258,0.239258,coeficiente_logistico_absoluto,13,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,0.218534,0.218534,coeficiente_logistico_absoluto,13,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.215036,0.215036,coeficiente_logistico_absoluto,13,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.212789,0.212789,coeficiente_logistico_absoluto,13,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.203094,0.203094,coeficiente_logistico_absoluto,13,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.654584,0.654584,coeficiente_logistico_absoluto,14,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.638062,0.638062,coeficiente_logistico_absoluto,14,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.559736,0.559736,coeficiente_logistico_absoluto,14,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.51744,0.51744,coeficiente_logistico_absoluto,14,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.480978,0.480978,coeficiente_logistico_absoluto,14,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.477802,0.477802,coeficiente_logistico_absoluto,14,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
