feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__acrz_membrane_protein_associated_with_acrab-tolc_multidrug_efflux_pump,acrz_membrane_protein_associated_with_acrab-tolc_multidrug_efflux_pump,-0.032485,0.032485,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iid,aminoglycoside_n-acetyltransferase_aac3-iid,0.032051,0.032051,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__vang,vang,0.032006,0.032006,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdfacmr,mdfacmr,0.031985,0.031985,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_mfs_efflux_pump_teta,tetracycline_resistance_mfs_efflux_pump_teta,0.03161,0.03161,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__leuo,leuo,-0.031034,0.031034,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra51,trimethoprim-resistant_dihydrofolate_reductase_dfra51,0.030512,0.030512,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tem-1,tem-1,-0.030399,0.030399,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_mphb_family_macrolide_2-phosphotransferase,multispecies_mphb_family_macrolide_2-phosphotransferase,-0.03029,0.03029,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__gyrb,gyrb,-0.029419,0.029419,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dihydropteroate_synthase_type-2_ec_2.5.1.15_sulfonamide_resistance_protein,dihydropteroate_synthase_type-2_ec_2.5.1.15_sulfonamide_resistance_protein,-0.028679,0.028679,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pare,pare,-0.028579,0.028579,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra14,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra14,0.028454,0.028454,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__marr,marr,0.028308,0.028308,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_nucleotidyltransferase_ant2-ia,aminoglycoside_nucleotidyltransferase_ant2-ia,0.02829,0.02829,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_mfs_efflux_pump_tetb,tetracycline_resistance_mfs_efflux_pump_tetb,0.028268,0.028268,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph4-ia,aminoglycoside_o-phosphotransferase_aph4-ia,-0.028135,0.028135,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetr,tetr,0.028057,0.028057,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iid,aac3-iid,0.02756,0.02756,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emre,emre,-0.027286,0.027286,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__epta_2,epta_2,0.027019,0.027019,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-ia,multispecies_aminoglycoside_o-phosphotransferase_aph3-ia,0.027006,0.027006,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mfd,mfd,0.026661,0.026661,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump._macrolide-specific_efflux_syst,resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump._macrolide-specific_efflux_syst,0.026529,0.026529,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrb10,qnrb10,-0.026293,0.026293,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mrx,mrx,0.026108,0.026108,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__blaec_family,blaec_family,0.025932,0.025932,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mpha_family_macrolide_2-phosphotransferase,mpha_family_macrolide_2-phosphotransferase,-0.025924,0.025924,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__rho,rho,-0.025742,0.025742,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__hydrogen_peroxide-inducible_genes_activator_oxyr,hydrogen_peroxide-inducible_genes_activator_oxyr,-0.02556,0.02556,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__transcription-repair_coupling_factor,transcription-repair_coupling_factor,-0.025381,0.025381,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul3,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul3,-0.025114,0.025114,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__udp-4-amino-4-deoxy-l-arabinose--oxoglutarate_aminotransferase_ec_2.6.1.87,udp-4-amino-4-deoxy-l-arabinose--oxoglutarate_aminotransferase_ec_2.6.1.87,-0.025005,0.025005,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_regulatory_protein_tetr,tetracycline_resistance_regulatory_protein_tetr,0.024709,0.024709,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtk,mdtk,0.024305,0.024305,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtl,mdtl,0.024212,0.024212,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdea,mdea,-0.024028,0.024028,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_c_extended-spectrum_beta-lactamase_ec-19,class_c_extended-spectrum_beta-lactamase_ec-19,-0.024016,0.024016,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_mfs_efflux_pump_tetd,tetracycline_resistance_mfs_efflux_pump_tetd,0.02398,0.02398,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__evgs,evgs,-0.023786,0.023786,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__opmb,opmb,0.023439,0.023439,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bifunctional_putative_esterase_estxstreptothricin_n-acetyltransferase_sat1,bifunctional_putative_esterase_estxstreptothricin_n-acetyltransferase_sat1,0.02337,0.02337,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide_2-phosphotransferase_mpha_family,macrolide_2-phosphotransferase_mpha_family,0.023335,0.023335,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sul3,sul3,0.022931,0.022931,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-1,oxa-1,0.022823,0.022823,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__outer_membrane_porin_ompf,outer_membrane_porin_ompf,-0.022391,0.022391,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__folp,folp,0.022009,0.022009,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__small_multidrug_resistance_smr_efflux_transporter_qace_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_qace_quaternary_ammonium_compounds,-0.021276,0.021276,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sulfonamide-resistant_dihydropteroate_synthase_sul2,sulfonamide-resistant_dihydropteroate_synthase_sul2,0.020754,0.020754,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ompk36,ompk36,-0.020347,0.020347,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph6-id,aminoglycoside_o-phosphotransferase_aph6-id,-0.019764,0.019764,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtp,mdtp,0.019176,0.019176,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__adiy,adiy,-0.01913,0.01913,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tolcopmh,tolcopmh,0.01876,0.01876,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosmidomycin_resistant_cyaa,escherichia_fosmidomycin_resistant_cyaa,-0.018748,0.018748,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada3,aada3,0.018709,0.018709,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb10,catb10,-0.018425,0.018425,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cyclic_amp_receptor_protein,cyclic_amp_receptor_protein,0.018111,0.018111,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ef-g,ef-g,-0.018105,0.018105,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mexab-oprm,mexab-oprm,0.018061,0.018061,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdfa,mdfa,0.017522,0.017522,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtc,mdtc,-0.017513,0.017513,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdth,mdth,-0.017365,0.017365,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-1_family,oxa-1_family,0.017271,0.017271,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tufa,tufa,0.017089,0.017089,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ddl,ddl,-0.017085,0.017085,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrb_family,qnrb_family,-0.016974,0.016974,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mgrb,mgrb,0.016337,0.016337,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtef-tolc,mdtef-tolc,-0.016067,0.016067,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catii,catii,0.015937,0.015937,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pmre,pmre,0.015705,0.015705,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,0.015175,0.015175,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aph6-id,aph6-id,0.014864,0.014864,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,-0.014131,0.014131,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mcr-1.1,mcr-1.1,0.014086,0.014086,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtn,mdtn,-0.014008,0.014008,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide_2-phosphotransferase_mphb_family,macrolide_2-phosphotransferase_mphb_family,0.013618,0.013618,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__iso-trna,iso-trna,-0.012846,0.012846,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ompf,ompf,0.012376,0.012376,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__alas,alas,0.01178,0.01178,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mphb,mphb,0.011705,0.011705,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aph6-icaph6-id,aph6-icaph6-id,-0.011294,0.011294,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,0.010743,0.010743,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_nfsa_mutations_conferring_resistance_to_nitrofurantoin,escherichia_coli_nfsa_mutations_conferring_resistance_to_nitrofurantoin,0.010584,0.010584,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mara,mara,0.010582,0.010582,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__streptothricin_n-acetyltransferase_sat2,streptothricin_n-acetyltransferase_sat2,0.010565,0.010565,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_pump_mdtm_of_mfs_type,multidrug_efflux_pump_mdtm_of_mfs_type,-0.010508,0.010508,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrb_family_quinolone_resistance_pentapeptide_repeat_protein,qnrb_family_quinolone_resistance_pentapeptide_repeat_protein,0.010081,0.010081,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,0.009613,0.009613,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra12,trimethoprim-resistant_dihydrofolate_reductase_dfra12,-0.009434,0.009434,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,-0.009276,0.009276,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__epta_1,epta_1,-0.00923,0.00923,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_efflux_mfs_transporter_tetb,tetracycline_efflux_mfs_transporter_tetb,0.008929,0.008929,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrb,acrb,-0.008925,0.008925,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dfra8,dfra8,0.008897,0.008897,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__marb,marb,0.008848,0.008848,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,0.00833,0.00833,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdto,mdto,-0.008133,0.008133,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-13,ec-13,0.008056,0.008056,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emrk,emrk,0.008034,0.008034,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sulfonamide-resistant_dihydropteroate_synthase_sul3,sulfonamide-resistant_dihydropteroate_synthase_sul3,0.00771,0.00771,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada22,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada22,0.007466,0.007466,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__type_a-1_chloramphenicol_o-acetyltransferase,type_a-1_chloramphenicol_o-acetyltransferase,-0.007463,0.007463,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra5,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra5,-0.007353,0.007353,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__transcriptional_regulator_gadw_arac_family,transcriptional_regulator_gadw_arac_family,0.007238,0.007238,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bepd,bepd,-0.007127,0.007127,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-163,cmy-163,-0.006949,0.006949,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mcr-1,mcr-1,-0.006859,0.006859,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra17,trimethoprim-resistant_dihydrofolate_reductase_dfra17,0.006718,0.006718,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__kdpe,kdpe,-0.006708,0.006708,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-15,ec-15,0.006568,0.006568,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lysr_family_transcriptional_activator_leuo,lysr_family_transcriptional_activator_leuo,-0.006238,0.006238,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_broad-spectrum_beta-lactamase_shv-1,multispecies_class_a_broad-spectrum_beta-lactamase_shv-1,-0.00606,0.00606,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_emre,escherichia_coli_emre,0.006031,0.006031,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,-0.005946,0.005946,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada8,aada8,-0.005941,0.005941,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__fola_dfr,fola_dfr,0.005935,0.005935,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ant2-ia,ant2-ia,0.005641,0.005641,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada2,aada2,0.005437,0.005437,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtj,mdtj,0.00537,0.00537,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_6-phosphotransferase_ec_2.7.1.72_aph6-icaph6-id,aminoglycoside_6-phosphotransferase_ec_2.7.1.72_aph6-icaph6-id,0.004864,0.004864,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,0.004604,0.004604,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtef-tolc_membrane_fusion_component_mdte,multidrug_efflux_system_mdtef-tolc_membrane_fusion_component_mdte,0.00385,0.00385,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,-0.003707,0.003707,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__klebsiella_pneumoniae_kpne,klebsiella_pneumoniae_kpne,-0.003662,0.003662,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sat-2,sat-2,0.003415,0.003415,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,-0.003331,0.003331,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dihydrofolate_reductase_ec_1.5.1.3,dihydrofolate_reductase_ec_1.5.1.3,-0.003108,0.003108,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dna_topoisomerase_iv_subunit_b_ec_5.99.1.3,dna_topoisomerase_iv_subunit_b_ec_5.99.1.3,-0.002772,0.002772,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__x_23s_rrna_adenine2058-n6-methyltransferase_ermb,x_23s_rrna_adenine2058-n6-methyltransferase_ermb,0.00236,0.00236,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catalase-peroxidase_katg_ec_1.11.1.21,catalase-peroxidase_katg_ec_1.11.1.21,0.002233,0.002233,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cysb,cysb,-0.002011,0.002011,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dihydropteroate_synthase_ec_2.5.1.15,dihydropteroate_synthase_ec_2.5.1.15,-0.001596,0.001596,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,0.0015,0.0015,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qacg,qacg,-0.001495,0.001495,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__glycerol-3-phosphate_transporter,glycerol-3-phosphate_transporter,0.001458,0.001458,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__brucella_suis_mprf,brucella_suis_mprf,-0.001395,0.001395,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra8,trimethoprim-resistant_dihydrofolate_reductase_dfra8,-0.001218,0.001218,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tem-12,tem-12,0.001118,0.001118,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,0.000453,0.000453,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dfra7,dfra7,0.00038,0.00038,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__glycerophosphoryl_diester_phosphodiesterase_ec_3.1.4.46,glycerophosphoryl_diester_phosphodiesterase_ec_3.1.4.46,-0.0003,0.0003,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lincosamide_nucleotidyltransferase_lnuf,lincosamide_nucleotidyltransferase_lnuf,0.000276,0.000276,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sat-1,sat-1,4.7e-05,4.7e-05,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrb_2,acrb_2,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrab-tolc,acrab-tolc,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acra_2,acra_2,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acra_1,acra_1,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-19,ec-19,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__yuso,yuso,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cdp-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_ec_2.7.8.5,cdp-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_ec_2.7.8.5,0.0,0.0,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
