antibiotic,feature,n_present,prevalence_pct
cefotaxime,amr__sensor_protein_basspmrb_activates_basrpmra,401,6.085
cefotaxime,amr__sensory_histidine_kinase_baes,224,3.399
cefotaxime,amr__sfo-1,0,0.0
cefotaxime,amr__shv-1,16,0.243
cefotaxime,amr__shv-12,7,0.106
cefotaxime,amr__shv-49,1,0.015
cefotaxime,amr__shv-64,7,0.106
cefotaxime,amr__shv-7,1,0.015
cefotaxime,amr__shv_family,16,0.243
cefotaxime,amr__shv_family_class_a_beta-lactamase,1,0.015
cefotaxime,amr__signal_transduction_protein_pmrd_part_of_phopq-pmrd-pmrab_multicomponent_regulatory_system,184,2.792
cefotaxime,amr__small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,347,5.266
cefotaxime,amr__small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,75,1.138
cefotaxime,amr__small_multidrug_resistance_smr_efflux_transporter_qace_quaternary_ammonium_compounds,7,0.106
cefotaxime,amr__small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,237,3.596
cefotaxime,amr__smea,1,0.015
cefotaxime,amr__soxr,744,11.29
cefotaxime,amr__soxs,739,11.214
cefotaxime,amr__soxs_1,4,0.061
cefotaxime,amr__soxs_2,1,0.015
cefotaxime,amr__ssu_ribosomal_protein_s10p_s20e,203,3.08
cefotaxime,amr__ssu_ribosomal_protein_s12p_s23e,233,3.536
cefotaxime,amr__stra,0,0.0
cefotaxime,amr__stra_1,0,0.0
cefotaxime,amr__stra_2,0,0.0
cefotaxime,amr__streptococcus_agalactiae_mprf,0,0.0
cefotaxime,amr__streptothricin_n-acetyltransferase_sat2,36,0.546
cefotaxime,amr__subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,6,0.091
cefotaxime,amr__subclass_b1_metallo-beta-lactamase_ndm-4,0,0.0
cefotaxime,amr__subclass_b1_metallo-beta-lactamase_ndm-5,0,0.0
cefotaxime,amr__suge,716,10.865
cefotaxime,amr__sul1,400,6.07
cefotaxime,amr__sul2,476,7.223
cefotaxime,amr__sul3,40,0.607
cefotaxime,amr__sulfonamide-resistant_dihydropteroate_synthase_sul1,210,3.187
cefotaxime,amr__sulfonamide-resistant_dihydropteroate_synthase_sul2,281,4.264
cefotaxime,amr__sulfonamide-resistant_dihydropteroate_synthase_sul3,23,0.349
cefotaxime,amr__suli,0,0.0
cefotaxime,amr__taea,2,0.03
cefotaxime,amr__tcab2,0,0.0
cefotaxime,amr__tem-1,562,8.528
cefotaxime,amr__tem-104,1,0.015
cefotaxime,amr__tem-112,2,0.03
cefotaxime,amr__tem-12,13,0.197
cefotaxime,amr__tem-135,2,0.03
cefotaxime,amr__tem-136,0,0.0
cefotaxime,amr__tem-141,4,0.061
cefotaxime,amr__tem-149,0,0.0
cefotaxime,amr__tem-176,1,0.015
cefotaxime,amr__tem-184,1,0.015
cefotaxime,amr__tem-185,1,0.015
cefotaxime,amr__tem-190,1,0.015
cefotaxime,amr__tem-196,1,0.015
cefotaxime,amr__tem-20,1,0.015
cefotaxime,amr__tem-212,1,0.015
cefotaxime,amr__tem-215,2,0.03
cefotaxime,amr__tem-220,1,0.015
cefotaxime,amr__tem-232,0,0.0
cefotaxime,amr__tem-242,0,0.0
cefotaxime,amr__tem-244,1,0.015
cefotaxime,amr__tem-245,1,0.015
cefotaxime,amr__tem-30,10,0.152
cefotaxime,amr__tem-33,4,0.061
cefotaxime,amr__tem-35,1,0.015
cefotaxime,amr__tem-37,1,0.015
cefotaxime,amr__tem-40,2,0.03
cefotaxime,amr__tem-52,4,0.061
cefotaxime,amr__tem-54,1,0.015
cefotaxime,amr__tem-59,1,0.015
cefotaxime,amr__tem-60,1,0.015
cefotaxime,amr__tem-68,0,0.0
cefotaxime,amr__tem-76,1,0.015
cefotaxime,amr__tem-79,1,0.015
cefotaxime,amr__tem-80,1,0.015
cefotaxime,amr__tem-81,1,0.015
cefotaxime,amr__tem-84,1,0.015
cefotaxime,amr__tem-90,1,0.015
cefotaxime,amr__tem-91,4,0.061
cefotaxime,amr__tem-93,1,0.015
cefotaxime,amr__tem-95,1,0.015
cefotaxime,amr__tem_family,284,4.31
cefotaxime,amr__tem_family_class_a_beta-lactamase,12,0.182
cefotaxime,amr__ter-1,2,0.03
cefotaxime,amr__tet38,0,0.0
cefotaxime,amr__teta,408,6.191
cefotaxime,amr__teta_1,3,0.046
cefotaxime,amr__teta_2,8,0.121
cefotaxime,amr__tetb,238,3.612
cefotaxime,amr__tetc,167,2.534
cefotaxime,amr__tetd,102,1.548
cefotaxime,amr__tetm,26,0.395
cefotaxime,amr__tetr,220,3.338
cefotaxime,amr__tetracycline-inactivating_monooxygenase_tetx4,1,0.015
cefotaxime,amr__tetracycline_efflux_mfs_transporter_tet31,1,0.015
cefotaxime,amr__tetracycline_efflux_mfs_transporter_teta,190,2.883
cefotaxime,amr__tetracycline_efflux_mfs_transporter_tetb,140,2.124
cefotaxime,amr__tetracycline_efflux_mfs_transporter_tetc,3,0.046
cefotaxime,amr__tetracycline_efflux_mfs_transporter_tetd,10,0.152
cefotaxime,amr__tetracycline_resistance_mfs_efflux_pump_teta,61,0.926
cefotaxime,amr__tetracycline_resistance_mfs_efflux_pump_tetb,58,0.88
cefotaxime,amr__tetracycline_resistance_mfs_efflux_pump_tetd,5,0.076
cefotaxime,amr__tetracycline_resistance_regulatory_protein_tetr,30,0.455
cefotaxime,amr__tetracycline_resistance_ribosomal_protection_protein_tetm,13,0.197
cefotaxime,amr__tetracycline_resistance_ribosomal_protection_type_tetm,0,0.0
cefotaxime,amr__tolc,1655,25.114
cefotaxime,amr__tolc_1,1,0.015
cefotaxime,amr__tolcopmh,729,11.062
cefotaxime,amr__torr_1,1,0.015
cefotaxime,amr__transcription-repair_coupling_factor,226,3.429
cefotaxime,amr__transcription_termination_factor_rho,245,3.718
cefotaxime,amr__transcriptional_activator_gade,374,5.675
cefotaxime,amr__transcriptional_regulator_acrr_family,0,0.0
cefotaxime,amr__transcriptional_regulator_gadw_arac_family,214,3.247
cefotaxime,amr__transcriptional_regulator_gadx_arac_family,186,2.822
cefotaxime,amr__transcriptional_regulator_of_acrab_operon_acrr,395,5.994
cefotaxime,amr__transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,193,2.929
cefotaxime,amr__transcriptional_regulatory_protein_phop,198,3.005
cefotaxime,amr__translation_elongation_factor_g,224,3.399
cefotaxime,amr__translation_elongation_factor_tu,3283,49.818
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra1,57,0.865
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra12,27,0.41
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra14,52,0.789
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra15,1,0.015
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra16,3,0.046
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra17,115,1.745
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra19,1,0.015
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra21,1,0.015
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra25,0,0.0
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra27,1,0.015
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra36,9,0.137
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra4,2,0.03
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra5,26,0.395
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra51,30,0.455
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra7,11,0.167
cefotaxime,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra8,7,0.106
cefotaxime,amr__tuf,2,0.03
cefotaxime,amr__tuf1,10,0.152
cefotaxime,amr__tufa,8,0.121
cefotaxime,amr__tufa_1,0,0.0
cefotaxime,amr__tufa_2,0,0.0
cefotaxime,amr__tufb,1,0.015
cefotaxime,amr__two-component_transcriptional_regulatory_protein_basrpmra_activated_by_basspmrb,218,3.308
cefotaxime,amr__type_a-1_chloramphenicol_o-acetyltransferase,51,0.774
cefotaxime,amr__type_a-2_chloramphenicol_o-acetyltransferase_catii,5,0.076
cefotaxime,amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,53,0.804
cefotaxime,amr__type_b_chloramphenicol_o-acetyltransferase,0,0.0
cefotaxime,amr__udp-4-amino-4-deoxy-l-arabinose--oxoglutarate_aminotransferase_ec_2.6.1.87,201,3.05
cefotaxime,amr__udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,386,5.857
cefotaxime,amr__udp-glucose_6-dehydrogenase_ec_1.1.1.22,213,3.232
cefotaxime,amr__udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,379,5.751
cefotaxime,amr__ugd,858,13.02
cefotaxime,amr__ugd_1,0,0.0
cefotaxime,amr__ugpq,3,0.046
cefotaxime,amr__ugpq_1,0,0.0
cefotaxime,amr__uhpt,770,11.684
cefotaxime,amr__uncharacterized_protein_ybjc,1,0.015
cefotaxime,amr__uncharacterized_transporter_mdtd_of_major_facilitator_superfamily_mfs,223,3.384
cefotaxime,amr__uncharacterized_transporter_yeeo,214,3.247
cefotaxime,amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,199,3.02
cefotaxime,amr__undecaprenyl-diphosphatase_ec_3.6.1.27,200,3.035
cefotaxime,amr__undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,416,6.313
cefotaxime,amr__undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,218,3.308
cefotaxime,amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,209,3.171
cefotaxime,amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,220,3.338
cefotaxime,amr__undecaprenyl_pyrophosphate_phosphatase_which_consists_in_the_sequestration_of_undecaprenyl_pyrophosphate.,3,0.046
cefotaxime,amr__uppp,7,0.106
cefotaxime,amr__vang,936,14.203
cefotaxime,amr__vanz_gene_in_vana_cluster,0,0.0
cefotaxime,amr__vapb_2,0,0.0
cefotaxime,amr__vapb_3,0,0.0
cefotaxime,amr__vapb_protein_antitoxin_to_vapc,73,1.108
cefotaxime,amr__vgac,234,3.551
cefotaxime,amr__vim_family,2,0.03
cefotaxime,amr__x_1-deoxy-d-xylulose_5-phosphate_reductoisomerase_ec_1.1.1.267,197,2.989
cefotaxime,amr__x_16s_rrna_guanine1405-n7-methyltransferase_arma,2,0.03
cefotaxime,amr__x_16s_rrna_guanine1405-n7-methyltransferase_rmtb1,3,0.046
cefotaxime,amr__x_16s_rrna_guanine1405-n7-methyltransferase_rmtf1,1,0.015
cefotaxime,amr__x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,201,3.05
cefotaxime,amr__x_23s_rrna_adenine2058-n6-methyltransferase_ermb,7,0.106
cefotaxime,amr__x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,226,3.429
cefotaxime,amr__x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,211,3.202
cefotaxime,amr__yajr_2,1,0.015
cefotaxime,amr__ybht,0,0.0
cefotaxime,amr__ybjg,0,0.0
cefotaxime,amr__ycel,0,0.0
cefotaxime,amr__yedw_9,1,0.015
cefotaxime,amr__yeeo,0,0.0
cefotaxime,amr__yeeo_2,0,0.0
cefotaxime,amr__yegm,0,0.0
cefotaxime,amr__yegm_1,0,0.0
cefotaxime,amr__yegm_2,1,0.015
cefotaxime,amr__yfbe,1,0.015
cefotaxime,amr__yfbe_1,0,0.0
cefotaxime,amr__yfbf,0,0.0
cefotaxime,amr__yfbw,0,0.0
cefotaxime,amr__yhes_3,5,0.076
cefotaxime,amr__yhie,0,0.0
cefotaxime,amr__yiav_1,3,0.046
cefotaxime,amr__yiav_2,1,0.015
cefotaxime,amr__yibh_1,2,0.03
cefotaxime,amr__yibh_2,2,0.03
cefotaxime,amr__yibh_4,4,0.061
cefotaxime,amr__yjdb,0,0.0
cefotaxime,amr__yoji,1583,24.021
cefotaxime,amr__yokd,11,0.167
cefotaxime,amr__yuso,6,0.091
